Index_Place,City,Name_SMEs,General_Category,Specialty,Price_Range,Rating,Goods,Description,Contact
J_72,Jakarta,Ursula Batik,Fashion,Batik,>50.000,4.8,Formal Fashion,"Ursula Batik menjual pakaian formal batik yang dapat digunakan untuk bekerja, menghadiri berbagai jenis acara. Batik yang dijual oleh toko ini meliputi batik untuk wanita dan pria.",https://shopee.co.id/ursulabatik
J_73,Jakarta,Damaifashion,Fashion,Kaos Wanita,<25.000,4.6,Casual Fashion,"Damaifashion menjual berbagai jenis kaos wanita yang menarik dan harga terjangkau, sehingga cocok untuk digunakan dalam kegiatan sehari-hari.",https://shopee.co.id/damaifashion
Y_01,Yogyakarta,Dian Handycraft,Craft,Kerajinan Serat Alam,>50.000,4.6,Souvenir,"Dian Handycraft menjual kerajinan tangan yang terbuat dari serat alam, seperti tas dan keranjang. Selain itu, tokko ini juga menjual kerajinan yang terbuat dari eceng gondok dan rami.",https://www.instagram.com/dian_handycraft/
Y_02,Yogyakarta,Moje Bag,Craft,"Sling Bag Goni, Dompet HP Goni",<25.000,4.8,Souvenir,Moje Bag menjual tas selempang dan dompet yang berbahan dasar goni yang dilengkapi dengan furing dan tali serut  yang memiliki sumbu besar dan tebal.,https://shopee.co.id/mojebag
Y_03,Yogyakarta,I Craft,Craft,Dompet Kulit,>50.000,4.8,Souvenir,I Craft menjual dompet kulit yang berkualitas dan harga terjangkau. Dompet kulit yang dijual oleh I Craft cocok digunakan oleh semua kalangan.,081391503011
Y_04,Yogyakarta,Produksi Tote Bag Jogja,Craft,Tote Bag Custom,25.000-50.000,5,Souvenir,"Produksi Tote Bag Jogja menjual tote bag yang dapat dicustom sesuai dengan keinginan penjual. Selain itu, Produksi Tote Bag Jogja juga menjual tote bag polos dengan harga yang juga terjangkau dan berkualitas baik.",https://www.instagram.com/produksitotebagjogja/
Y_05,Yogyakarta,Kenangan Jogjaku,Craft,Tas Jinjing Batik Kecil,<25.000,4.8,Souvenir,Kenangan Jogjaku menjual tas jinjing yang memiliki motif batik dan berukuran kecil dengan harga yang terjangkau,https://shopee.co.id/kenanganjogjaku
Y_06,Yogyakarta,Walidi Craft,Craft,"Miniatur sepeda, becak, vespa",>50.000,4.6,Souvenir,"Walidi Craft menjual berbagai macam miniatur transportasi jaman dahulu, seperti sepeda ontel, becak, dan vespa dengan berbagai macam ukuran.",0818271835
Y_07,Yogyakarta,Toko Mebi,Craft,Boneka Flanel,25.000-50.000,4.8,Souvenir,Toko Mebi menjual berbagai macam boneka dengan karakter yang berbeda-beda dan terbuat dari flanel.,https://www.tokopedia.com/tokomebi
Y_08,Yogyakarta,Anyaman Kita,Craft,Dompet,<25.000,4.9,Souvenir,"Anyaman Kita menjual dompet yang memiliki berbagai macam motif, seperti batik, motif daun, motif bunga, dan lain sebagainya. Dompet yang dijual oleh Anyaman Kita dilengkapi oleh furing dan penutup magnet.",https://shopee.co.id/anyamankita
Y_09,Yogyakarta,Yesclean market,Craft,Kursi Rotan,>50.000,5,Household Items,Yesclean market menjual berbagai jenis kursi yang terbuat dari rotan sintetis.,https://www.tokopedia.com/yescleanmarket
Y_10,Yogyakarta,Ais Jogja Craft,Craft,Kap Lampu Gantung,>50.000,4.9,Household Items,"Ais Jogja Craft menjual berbagai jenis kerajinan tangan. Salah satu yang utama, yaitu kap lampu gantung yang terbuat dari rotan dengan berbagai bentuk.",https://www.tokopedia.com/aiskerajinandaribambu
Y_11,Yogyakarta,Kerajinan Anyaman B Craft,Craft,Hiasan Dinding,25.000-50.000,4.9,Household Items,"Kerajinan Anyaman B Craft menjual berbagai hiasan dinding anyaman yang terbuat dari bahan seagrass dan serat pisang. Selain itu, juga terdapat berbagai ukuran diameter, seperti 35 cm, 40 cm, 45 cm, dan 50 cm.",https://shopee.co.id/b.craftjogja
Y_12,Yogyakarta,Modemku Mega Sarana,Craft,Cobek Bakar Tanah Liat,<25.000,4.7,Daily Needs,Modemku Mega Sarana menjual cobek bakar yang terbuat dari tanah liat dan telah dilengkapi dengan ulekan.,https://www.tokopedia.com/modemkudotcom
Y_13,Yogyakarta,Marem Project,Craft,Alat Makan Kayu,<25.000,4.8,Daily Needs,"Marem Project menjual berbagai alat makan, seperti sendok, garpu, sumpit, spatula, entong, dan lain sebagainya yang terbuat dari bahan dasar kayu yang aman digunakan untuk makanan.",https://www.tokopedia.com/maremproject
Y_14,Yogyakarta,Jogja Aesthetic,Craft,Taplak Meja Anyaman,>50.000,5,Household Items,"Jogja Aesthetic menjual taplak meja tamu anyaman oval yang dikombinasikan dengan tali serat plastik dan cocok digunakan untuk hiasan rumah, khususnya ruang tamu.",https://shopee.co.id/jogja.aesthetic
Y_15,Yogyakarta,Kay Home Decor,Craft,Perlengkapan Rumah Tangga,>50.000,4.9,Household Items,"Kay Home Decor menjual perlengkapan rumah tangga, seperti kap lampu, lampion, kursi rotan yang cocok digunakan di rumah.",https://www.instagram.com/kerajinananyamanyogya/
Y_16,Yogyakarta,Batik Pekalongan,Fashion,"Baju Batik, Kain Batik",>50.000,5,Formal Fashion,"Batik Pekalongan menjual baju batik, baik untuk pria maupun wanita. Selain itu, juga menjual kain batik yang dapat digunakan oleh pembeli untuk membuat baju batik sesuai dengan keinginannya.",085747877751
Y_17,Yogyakarta,Kaos Jogja Capung Tshirt,Fashion,Kaos Jogja,25.000-50.000,4.9,Casual Fashion,Kaos Jogja Capung Tshirt menjual berbagai macam kaos khas Jogja yang bertuliskan Jogjakarta atau gambar-gambar lain yang berkaitan dengan kekhasan kota Jogja.,https://www.tokopedia.com/kaosjogjacapung
Y_18,Yogyakarta,Kunin Daster,Fashion,Daster Motif,<25.000,4.7,Casual Fashion,Kunin Daster menjual berbagai aneka macam daster dengan motif-motif yang beragam dan dengan bahan yang cocok untuk digunakan sehari-hari.,087821007574
Y_19,Yogyakarta,Buytique Batik Bu Endang,Fashion,Baju Batik,>50.000,5,Formal Fashion,"Buytique Batik Bu Endang menjual baju batik yang dapat digunakan untuk kegiatan formal, seperti ke sekolah, universitas, kantor, dan acara-acara lainnya.",085759974764
Y_20,Yogyakarta,Ababil Hijab,Fashion,Hijab Motif,<25.000,4.8,Casual Fashion,Ababil Hijab menyediakan hijab dengan berbagai motif dan bahan yang berkualitas untuk digunakan oleh wanita muslim.,https://www.instagram.com/ababilhijab_jogja/
Y_21,Yogyakarta,Dewi Murah Batik Kaos Konveksi,Fashion,Baju Batik,25.000-50.000,4.8,Formal Fashion,Dewi Murah Batik Kaos Konveksi menjual berbagai jenis baju batik dengan harga yang murah dan terjangkau.,https://www.instagram.com/dewimurahjogja/
Y_22,Yogyakarta,Cleosa Boutique,Fashion,"Baju Muslim, Baju Wanita",>50.000,5,Formal Fashion,Cleosa Boutique menjual berbagai jenis baju muslim dan baju wanita dengan harga yang terjangkau dan kualitas yang baik.,081220159339
Y_23,Yogyakarta,Toko Pakaian Serba 35000,Fashion,Pakaian Wanita dan Laki-laki,25.000-50.000,3.5,Casual Fashion,"Toko Pakaian Serba 35000 menjual pakaian wanita dan laki-laki dengan harga yang sama, yaitu 35.000 untuk seluruh item.",08570249280
Y_24,Yogyakarta,Wiyoga,Fashion,Kaos Jogja,<25.000,4.8,Casual Fashion,"Wiyoga menjual berbagai jenis kaos yang menunjukkan kekhasan kota Jogja, seperti kaos I love Jogja atau kaos-kaos lain yang terdapat gambar kekhasan kota Jogja.",087836724111
Y_25,Yogyakarta,Arsha Knite,Fashion,Cardigan,25.000-50.000,4.7,Casual Fashion,"Arsha Knite menjual cardigan dengan ukuran all size dan cocok untuk remaja. Cardigan yang dijual oleh Arsha Knite memiliki variansi warna yang beragam, seperti coklat, hitam, pink, biru, dan masih banyak lagi. ",https://shopee.co.id/arshaknite.id
Y_26,Yogyakarta,Tawa Mart,Munchies,"Lanting, Kripik Pare, Kripik Belut",<25.000,4.8,Street Snacks,"Tawa Mart menjual makanan ringan, seperti lanting, kripik paru, dan kripik belut yang cocok digunakan sebagai camilan.",https://www.tokopedia.com/tawamart
Y_27,Yogyakarta,Yangko Mira,Munchies,Yangko,<25.000,4.7,Street Snacks,Yangko Mira menjual yangko yang merupakan makanan khas kota gede dan terbuat dari ketan dan gula. ,081328787768
Y_28,Yogyakarta,Gethuk Trio,Munchies,Gethuk Tiga Rasa,25.000-50.000,4.4,Snack,Gethuk Trio menjual gethuk dengan kombinasi tiga rasa. Gethuk ini berasal dari Magelang dan biasanya banyak dicari oleh wisatawan. ,(0293) 364538
Y_29,Yogyakarta,Soklat'e Jogja,Munchies,Coklat,25.000-50.000,4.7,Snack,"Soklat'e Jogja menjual berbagai jenis coklat batangan dengan varian yang berbeda-beda, seperti almond dan mete.",0811292361
Y_30,Yogyakarta,Emhy Shop,Munchies,"Jenang Krasikan, Madu Mongso",25.000-50.000,4.9,Snack,"Emhy Shop menjual berbagai jenis snack tradisoinal, seperti jenang krasikan dan madu mongso yang disukai oleh banyak orang dewasa di Indonesia.",https://www.tokopedia.com/emyanggriani87
Y_31,Yogyakarta,Batagor Siomay Putra Abimanyu,Munchies,Batagor,<25.000,4.3,Street Snacks,Batagor Siomay Putra Abimanyu menjual batagor yang,https://www.instagram.com/batagor_abimanyuu/?hl=en
Y_32,Yogyakarta,Siomay Telkom Kotabaru,Munchies,Siomay,<25.000,4.4,Street Snacks,Siomay Telkom Kotabaru menjual siomay yang isiannya dapat dipilih sesuai selera dan dilengkapi dengan bumbu kacang.,0817466651
Y_33,Yogyakarta,Cilok Legend Bumbu Kacang,Munchies,Cilok,<25.000,3.9,Street Snacks,"Cilok Legend Bumbu Kacang menjual cilok yang dilengkapi dengan bumbu kacang yang bisa dipilih tingkat kepedasannya, seperti tidak pedas, pedas sedikit, pedas gila, dan xtra pedas.",081327442682
Y_34,Yogyakarta,Ayam Geprek Bu Made,F&B,Ayam Geprek,<25.000,4.7,Street Food,Ayam Geprek Bu Made menjual ayam geprek yang dilengkapi dengan kuah tongseng.,https://www.instagram.com/ayamgeprekbumade/
Y_35,Yogyakarta,Sate Klathak Pak Bari Pasar Wonokromo,F&B,Sate,25.000-50.000,4.3,Main Course,Sate Klathak Pak Bari Pasar Wonokromo menjual sate klathak yang terbuat dari kambing yang dibakar di atas bara api. Perbedaan sate klathak dengan sate pada umumnya terletak pada tusuk satenya yang menggunakan jeruji sepeda yang terbuat dari besi.,081328800165
Y_36,Yogyakarta,Mie Ayam Bu Tumini,F&B,Mie Ayam,<25.000,4.5,Street Food,Mie Ayam Bu Tumini telah dibuka sejak awal tahun 1990-an dan menjual mie ayam dengan cita rasa yang berkarakter. Mie ini memiliki kuah yang berwarna kecokelatan dan memiliki cita rasa yang gurih manis yang didapatkan dari proses masak ayam yang digunakan sebagai topping. ,(0274) 410334
Y_37,Yogyakarta,Bakmi Jawa Jo'Kleru Mbah Pawiro,F&B,Bakmi Jawa,25.000-50.000,4.6,Main Course,"Bakmi Jawa Jo'Kleru Mbah Pawiro menjual berbagi jenis masakan jawa, khususnya bakmi djowo. Satu porsi bakmi jawa di warung ini dilengkapi dengan telur, sayuran, ayam, dan bawang goreng di atasnya.",087738272277
Y_38,Yogyakarta,Seafood Pak Jenggot,F&B,Seafood,>50.000,4.5,Main Course,"Seafood Pak Jenggot menjual beraneka ragam jenis seafood, seperti cumi-cumi, udang, kepiting, ikan, dan lain sebagainya dengan variansi cara masak yang beragam.",08122585907
Y_39,Yogyakarta,Cak No Chinese Food,F&B,"Nasi Goreng, Mie Goreng, Fu yung hai",25.000-50.000,4.8,Main Course,"Cak No Chinese Food menjual berbagai jenis makanan chinese, seperti nasi goreng, mie goreng, fu yung hai, dan masih banyak lagi.",083869476783
Y_40,Yogyakarta,Gudeg Mercon Bu Tinah,F&B,Gudeg Mercon,<25.000,4.2,Street Food,"Gudeg Mercon Bu Tinah telah berdiri sejak 1992. Sesuai dengan namanya, UMKM ini menjual nasi gudeg dengan cita rasa yang pedas dan dilengkapi dengan kental dan gurih dari kuah santan pada gudeg ini.",081804187537
Y_41,Yogyakarta,SBTB Lesehan Terang Bulan Malioboro,F&B,Burung Dara Goreng,25.000-50.000,4.4,Main Course,"SBTB Lesehan Terang Bulan Malioboro sering dijadikan sebagai tempat untuk nongkrong di Malioboro. Makanan khas dari UMKM ini adalah burung dara goreng. Selain itu, SBTB Lesehan Terang Bulan Malioboro juga menjual ayam goreng, bebek goreng, dan masih banyak lagi.",08122715674
Y_42,Yogyakarta,Ikan Bakar Bu Bambang,F&B,Ikan Bakar,>50.000,4.5,Main Course,"Ikan Bakar Bu Bambang menjual ikan bakar dengan variansi ikan yang cukup banyak, seperti ikan surung, ikan kakap putih, ikan bawal, dan ikan kerapu.",085868213232
Y_43,Yogyakarta,Mangut Lele Dapur Asli Mbok Marto Ijoyo,`,Mangut Lele,>50.000,4.6,Main Course,"Mangut Lele Dapur Asli Mbok Marto Ijoyo merupakan kuliner legendaris yang berada di tengah desa dan memiliki menu andalan, yaitu mangut lele. Dalam pembuatannya, mangut lele pada UMKM ini dimasak dengan teknik pengasapan menggunakan sabut kelapa, sehingga menghasilkan ciri khas rasa dan aroma yang unik.",08122701724
Y_44,Yogyakarta,Brownie Jogja Byfitrii,Munchies,Fudgie Brownies,>50.000,4.9,Snack,"Brownie Jogja Byfitrii menjual fudgie brownie dengan berbagai topping, seperti milo cubes, choco chips, oreo, coklat, dan lain sebagainya. ",085729010813
Y_45,Yogyakarta,"Brownies Cinta Jogja, Jogokariyan",Munchies,Brownies,>50.000,4.3,Snack,"Brownies Cinta Jogja, Jogokariyan menjual berbagai jenis brownies, seperti brownies hitam putih, brownies original coklat, brownies chocomilk, brownies pandan coklat. Selain itu, UMKM ini juga menjual pudding brownies.",085523808700
Y_46,Yogyakarta,"Bolu Susu Lembang Dan Bakpia Kukus Steven, Wirobrajan",Munchies,"Bolu Susu, Bolu Kukus, Bakpia Brokis",>50.000,4.7,Snack,"Bolu Susu Lembang Dan Bakpia Kukus Steven, Wirobrajan menjual lapis bogor, bolu susu, bolu kukus, bakpia brokis dengan variansi rasa yang beragam, seperti coklat, keju, caramel, red velvet, dan lain sebagainya.",0895335332044
Y_47,Yogyakarta,Bakpia Jongkem Ireda,Munchies,Bakpia,25.000-50.000,4.4,Snack,Bakpia Jongkem Ireda menjual bakpia khas Yogyakarta dengan berbagai varian rasa dan cita rasa yang unik.,082137687676
Y_48,Yogyakarta,Roti Bu Dalikin,Munchies,Marmer Cake,25.000-50.000,5,Snack,"Roti Bu Dalikin menjual aneka roti, khususnya marmer cake yang cocok digunakan sebagai hantaran.",(0274) 488787
Y_49,Yogyakarta,Amalia Cake and Snack,Munchies,Chiffon,25.000-50.000,4.5,Snack,"Amalia Cake and Snack menjual berbagai jenis cake, khususnya chiffon cake yang memiliki harga terjangkau dan cocok digunakan sebagai hantaran ",https://web.facebook.com/Amaliacakry/?locale=id_ID&_rdc=1&_rdr
Y_50,Yogyakarta,Legit Snack & Co,Munchies,Roti Tradisional,<25.000,4.8,Street Snacks,Legit Snack & Co menjual roti tradisional atau yang sering juga disebut sebagai jajanan pasar dengan harga yang terjangkau dan variansi yang beragam.,081804333322
Y_51,Yogyakarta,Ronde Kauman Mbah Payem,Munchies,Ronde,<25.000,4.6,Street Snacks,Ronde Kauman Mbah Payem telah didirikan sejak 1965 dan selalu berjualan di Alun-Alun Utara. Ronde yang dijual oleh UMKM ini memiliki cita rasa kuah dari perpaduan kuah jahe dan gula khas Nusantara yang dapat menghangatkan tubuh.,Jl. Kauman, Ngupasan, Kec. Gondomanan 
Y_52,Yogyakarta,Ma'am Ronde Wedang Lasmi,Munchies,Ronde,<25.000,4.5,Street Snacks,Ma'am Ronde Wedang Lasmi menjual ronde yang terdiri dari kuah jahe dan juga tangyuan yang berisikan kacang.,Alun-Alun Utara St, Panembahan, Kraton
Y_53,Yogyakarta,Delima Juice,Munchies,Jus Buah,<25.000,4.8,Street Snacks,"Delima juice menjual berbagai jenis jus buah yang menyehatkan dan menyegarkan, serta memiliki harga yang terjangkau.",Jl. Bimo Kurdo No. 70, Gondokusuman, Yogyakarta
Y_54,Yogyakarta,Boba Party,Munchies,Bubble Milk Tea,<25.000,4.6,Street Snacks,"Boba Party menjual aneka ragam minuman kekinian, seperti boba milk tea yang digemari oleh remaja-remaja saat ini.",Jl. Magelang - Yogyakarta No.109, Kricak, Kec. Tegalrejo
Y_55,Yogyakarta,Mey Drink Boba,Munchies,Bubble Milk Tea,<25.000,3.9,Street Snacks,"Mey Drink Boba menjual berbagai jenis minuman boba, seperti, boba milk tea, brown sugar boba, red velvet boba milk, dan masih banyak lagi.",088225430835
Y_56,Yogyakarta,Es Kelapa Muda Lempuyangan,Munchies,Es Degan,<25.000,4.8,Street Snacks,Es Kelapa Muda Lempuyangan menjual es degan murni maupun dengan campuran gula yang dapat menyegarkan dan cocok untuk diminum di tengah terik matahari.,Jl. Argolubang No.7, Baciro, Kec. Gondokusuman
Y_57,Yogyakarta,Dawet Mbah Hari Pasar Beringharjo,Munchies,Dawet,<25.000,4.7,Street Snacks,Dawet Mbah Hari Pasar Beringharjo menjual es dawet yang segar dengan harga yang sangat terjangkau. Keunikan es dawet Mbah Hari terdapat di isian cendol yang berwarna-warni dan cincau. Cita rasa dari dawet ini bercampur antara manis legit dan sedikit gurih.,Ps. Beringharjo, Jl. Malioboro, Sosromenduran, Gedong Tengen
Y_58,Yogyakarta,Depot Dawet TIMOHO,Munchies,Dawet,<25.000,4.7,Street Snacks,"Depot Dawet TIMOHO sudah ada sejak 1996 yang disajikan pada gelas yang cukup besar dan berisikan cendol, santan, dan lumuran gula jawa. Es Dawet pada UMKM ini dijual dengan harga yang sangat terjangkau di bawah 10.000",https://www.instagram.com/dawettimoho/
S_01,Surakarta,Bakpia Balong Solo,Munchies,Bakpia,>50.000,4.5,Snack,"Bakpia Balong Solo menjual bakpia balong yang memiliki variansi rasa beragam, seperti coklat, keju, dan lain sebagainya.",(0271) 636125
S_02,Surakarta,Roti Merani,Munchies,Kue Kering,>50.000,4.6,Snack,"Roti Merani menjual aneka kue kering, seperti garut, lidah kucing, kastengel, bagelen, dan lain sebagainya dengan harga terjangkau. Selain itu, roti merani juga menjual lapis legit dan aneka roti lainnya.",(0271) 647002
S_03,Surakarta,Kangen Solo,Munchies,Kue Ubin,25.000-50.000,4.9,Snack,"Kangen Solo menjual kue khas Solo, yaitu kue ubin yang terbuat dari kacang. ",https://www.tokopedia.com/kangensolo
S_04,Surakarta,Roti Amira,Munchies,"Roti, kue",<25.000,4.6,Street Snacks,Roti Amira menjual berbagai jenis roti dan kue yang cocok digunakan untuk camilan.,https://www.instagram.com/roti_amira_solo/?hl=en
S_05,Surakarta,Roti Dunay,Munchies,Roti,<25.000,5,Street Snacks,"Roti Dunay menjual berbagai jenis roti. Salah satu roti yang dijual, yaitu roti coklat.",085713542868
S_06,Surakarta,Ummika Brownie,Munchies,Brownies,25.000-50.000,4.6,Snack,Ummika Brownie menjual brownies dengan variansi topping yang beragam.,081216935413
S_07,Surakarta,Siliwangi Bolu Kukus Solo,Munchies,Bolu Kukus,25.000-50.000,4,Snack,"Siliwangi Bolu Kukus Solo menjual bolu kukus dengan variansi rasa yang beragam, seperti durian, mangga, talas, stroberi, keju, cokelat, kopi, dan lain sebagainya.",081328318055
S_08,Surakarta,"Roti Kecil, Snack dan Jajan Pasar, Veteran",Munchies,Roti,<25.000,4.5,Street Snacks,"Roti Kecil, Snack dan Jajan Pasar, Veteran menjual roti dengan ukuran kecil dan jajanan pasar yang beragam seperti soes vla, risoles, pastel, sosis solo, dan masih banyak lagi.",https://www.instagram.com/rotikecilveteran/?hl=en
S_09,Surakarta,"Roti Gembong Ergos, Brigjend Sudiarto",Munchies,Roti Gembong,<25.000,4.3,Street Snacks,"Roti Gembong Ergos, Brigjend Sudiarto menjual roti gembong dengan aneka ragam rasa, seperti abon, green tea, cappucino, durian, red velvet, dan masih banyak lagi",087772332115
S_10,Surakarta,Bakpao La Rissa,Munchies,Bakpao,<25.000,4.6,Street Snacks,"Bakpao La Rissa menjual bakpao dengan harga satuan yang terjangkau dan variansi rasa yang beragam, seperti cokelat, kacang hijau, pandan, peanut butter, dan lain sebagainya.",087791116768
S_11,Surakarta,Serabi Dimi Kalilarangan,Munchies,Serabi Notosuman,<25.000,4.7,Street Snacks,"Serabi Dimi Kalilarangan menjual serabi yang memiliki cita rasa gurih dan manis. Jenis serabi yang dijual oleh UMKM ini ada serabi putih, serabi gulung, dan serabi coklat.",08991911484
S_12,Surakarta,Warung Kita,Munchies,Sosis Solo,<25.000,4.4,Street Snacks,"Warung Kita menjual berbagai makanan, salah satu yang menjadi khasnya adalah sosis solo yang dikukus dan berisikan daging yang dibalut oleh telur sebagai kulit sosis solo.",https://www.instagram.com/warungkita_solo/?hl=en
S_13,Surakarta,Omah Peyek Bunder,Munchies,Peyek,<25.000,4.9,Street Snacks,Omah Peyek Bunder menjual peyek kacang yang memiliki ciri khas berbentuk bulat.,085647376450
S_14,Surakarta,Apem Sewu BibiMia,Munchies,Apem,25.000-50.000,5,Snack,"Apem Sewu BibiMia menjual jajanan tradisional, yaitu apem jadul dengan harga yang terjangkau.",085293691966
S_15,Surakarta,Pukis Badran,Munchies,Pukis,>50.000,4.6,Snack,"Pukis Badran menjual pukis kekinian yang terdiri dari berbagai rasa, seperti coklat, red velvet, green tea (matcha), abon sapi, dan masih banyak lagi.",081393426565
S_16,Surakarta,Rambak Kedelai Mr.San,Munchies,"Rambak kedelai, keripik tempe",<25.000,4,Street Snacks,"Rambak Kedelai Mr.San menjual rambak kedelai dengan harga yang terjangkau dan memiliki tekstur yang renyah, serta cita rasa yang gurih.",081277777819
S_17,Surakarta,Aesar Risol,Munchies,Risoles,25.000-50.000,4.5,Snack,"Aesar Risoll menjual risol sosis mayonaise, risol ragout, risol ayam cincang dan sayur baik yang langsung digoreng maupun yang difrozen.",085647017220
